id,copy,copyM,convert,filter,citation,header
4643534,0.035986,0.036797,0.277492
4643533,0.017415,0.018207,0.040062
4643532,0.005873,0.00663,0.314599
4643531,0.006327,0.007089,0.199823
4643530,0.081376,0.082168,12.761793
4643529,0.002831,0.00341,0.30545
4643528,0.001892,0.002446,0.029231
4643527,0.00149,0.002037,0.104033,0.104304,0.106763,1.521595
4643526,0.005419,0.006079,1.941619
4643525,0.009726,0.010407,0.620004
4643524,0.003081,0.003714,0.237815
4643523,0.019125,0.019817,2.481339,2.485809,5.477254,7.065973
4643522,0.001397,0.00194,0.108637
4643521,0.002296,0.002861,0.112558,0.113109,0.150456,1.41331
4643520,0.001608,0.002191,0.010581
4643519,0.001227,0.001798,0.051371
4643518,0.001462,0.002068,0.036472
4643517,0.003305,0.003996,0.527798
4643516,0.002501,0.003149,0.366157
4643515,0.001353,0.001964,0.148436
4643514,0.00135,0.00196,0.153791
4643513,0.004457,0.005105,0.232766
4643512,0.001178,0.001711,0.138568
4643511,0.001124,0.001659,0.037923
4643510,0.062736,0.063454,6.161307
4643509,0.001814,0.002359,0.113697
4643508,0.0298,0.030488,4.401918,4.413,5.612403,7.145731
4643507,0.006619,0.007381,0.743491,0.749394,0.983546,2.393181
4643506,0.007134,0.007912,0.114884
4643505,0.097932,0.099025,3.989005
4643504,0.001793,0.002344,0.07373
4643503,0.002672,0.003274,0.112508
4643502,0.0016,0.002147,0.009289
4643501,0.002161,0.002739,0.37676
4643500,0.003013,0.003622,0.234484
4643499,0.025505,0.026195,0.336112
4643498,0.004429,0.005083,0.082624
4643497,0.00121,0.001747,0.134896
4643496,0.001411,0.001954,0.485605
4643495,0.001116,0.001654,0.037643
4643494,0.003274,0.003902,0.49309,0.49889,0.760207,2.34616
4643493,0.003426,0.004043,0.358269
4643492,0.003612,0.004285,2.405935
4643491,0.002247,0.002797,0.42762
4643490,0.053873,0.054572,0.110153
4643489,0.004858,0.005512,0.561949,0.565929,0.70066,1.845709
4643488,0.041263,0.041969,0.442378
4643487,0.005574,0.006245,0.241102
4643486,0.001606,0.002149,0.308167
4643485,0.001596,0.002157,0.180496
4643484,0.011572,0.012261,0.134123
4643483,0.003412,0.004042,0.184377
4643482,0.003587,0.004241,1.203231
4643481,0.003601,0.00424,0.250329
4643480,0.001915,0.002464,0.116225
4643479,0.02878,0.029477,0.95141,0.963582,1.380895,2.508452
4643478,0.008449,0.009139,0.136131
4643477,0.003077,0.003738,0.34954,0.353419,0.726643,2.429773
4643476,0.004233,0.004921,0.214567
4643475,0.002715,0.00338,0.349924,0.352588,0.430715,2.248578
4643474,0.001839,0.002445,0.116851
4643473,0.001733,0.002345,0.11196
4643472,0.002469,0.003116,0.384008
4643471,0.031662,0.032466,1.887676
4643470,0.001971,0.002529,0.102114,0.10261,0.136797,1.622596
4643469,0.015004,0.015745,0.096379
4643468,0.001257,0.001838,0.135481
4643467,0.001266,0.001837,0.12642
4643466,0.008385,0.00911,1.412419,1.423487,2.139394,4.677229
4643465,0.001801,0.002427,0.242454
4643464,0.001478,0.00209,0.151729
4643463,0.00171,0.002344,0.719719
4643462,0.001625,0.002233,0.170918
4643461,0.001482,0.002099,0.106412
4643460,0.001708,0.00234,0.06545
4643459,0.006694,0.007458,0.702583,0.712983,1.137349,2.319795
4643458,0.002384,0.002942,0.290045
4643457,0.002669,0.003271,0.176207,0.177673,0.252891,1.465349
4643456,0.023762,0.024526,4.165263
4643455,0.002551,0.003132,0.320817
4643454,0.001186,0.001725,0.135023
4643453,0.002367,0.002951,0.130206,0.131402,0.416999,4.971634
4643452,0.00248,0.003056,0.31067
4643451,0.003851,0.004507,0.342816,0.345885,0.415448,1.650195
4643450,0.002445,0.003021,0.2835
4643449,0.002226,0.002807,0.276642
4643448,0.00299,0.003607,0.012272
4643447,0.002205,0.002772,0.277415
4643446,0.024634,0.025341,0.398739,0.40429,0.588184,1.623115
4643445,0.001664,0.002207,0.039618
4643444,0.055665,0.056483,1.48174
4643443,0.002819,0.003415,0.228048
4643442,0.058371,0.059068,4.737417
4643441,0.00159,0.00214,0.042503
4643440,0.004156,0.004832,0.195604
4643439,0.002631,0.003204,0.318984
4643438,0.004971,0.005639,0.084435
4643437,0.024785,0.025479,3.668306,3.685254,5.582774,6.702072
4643436,0.002542,0.003122,0.305649
4643435,0.002376,0.002964,0.17485
4643434,0.00282800000000005,0.00344699999999998,0.124755
4643433,0.001338,0.001904,0.088247
4643432,0.001477,0.002037,0.121374
4643431,0.002849,0.00347,0.364618,0.369798,0.603367,2.395619
4643430,0.019773,0.020586,0.142438
4643429,0.008884,0.009679,0.787594
4643428,0.005392,0.006071,0.142566
4643427,0.003516,0.004157,0.241068,0.244736,0.436023,1.92478
4643426,0.002028,0.002591,0.095062
4643425,0.016878,0.017577,0.193854
4643424,0.001146,0.001686,0.037256
4643423,0.003463,0.004104,0.093112
4643422,0.009413,0.010098,0.085447
4643421,0.002212,0.002782,0.29888
4643420,0.001849,0.002407,0.193534
4643419,0.002198,0.002779,0.280586
4643418,0.001139,0.001675,0.01497
4643417,0.001616,0.002164,0.171219
4643416,0.001142,0.001682,0.038178
4643415,0.001225,0.001766,0.1645
4643414,0.002191,0.002761,0.328021
4643413,0.006763,0.00744,0.018326
4643412,0.003251,0.00388,0.080551
4643411,0.001305,0.001846,0.075562
4643410,0.03852,0.039222,2.40807,2.413202,2.542369,4.975024
4643409,0.016291,0.017029,2.616199,2.630838,4.567515,6.822074
4643408,0.001628,0.002224,0.010682
4643407,0.001327,0.001918,0.138429
4643406,0.001295,0.001876,0.157112
4643405,0.001487,0.002072,0.104561
4643404,0.003055,0.003712,0.013151
4643403,0.007086,0.007811,0.044926
4643402,0.001654,0.002243,0.116573
4643401,0.00137,0.001948,0.17753
4643400,0.001384,0.001966,0.271333
4643399,0.001292,0.001871,0.138085
4643398,0.001335,0.001916,0.23659
4643397,0.00388,0.004567,0.430802,0.436162,0.655797,1.890165
4643396,0.004365,0.005022,0.42639,0.430054,0.714663,3.272784
4643395,0.002933,0.003602,0.245861
4643394,0.045901,0.046726,2.114586
4643393,0.003612,0.004243,0.118881
4643392,0.017345,0.018038,0.584174
4643391,0.00259,0.003213,0.153593
4643390,0.002382,0.003008,0.362146
4643389,0.050398,0.051141,0.12521
4643388,0.032169,0.032938,0.070884
4643387,0.053048,0.053914,5.344895,5.407079,17.26328,18.600011
4643386,0.001256,0.00181,0.041674
4643385,0.001179,0.001729,0.057489
4643384,0.019989,0.020692,1.485333
4643383,0.003103,0.003723,0.146662,0.147821,0.220399,1.666552
4643382,0.002854,0.003456,0.054538
4643381,0.001235,0.001809,0.13431
4643380,0.001121,0.001685,0.059144
4643379,0.001178,0.001743,0.042493
4643378,0.024848,0.025568,1.932476,1.932739,1.963699,3.971514
4643377,0.003113,0.003741,0.866629,0.876334,1.284056,2.710417
4643376,0.003826,0.004547,1.212533,1.212838,1.359644,4.992001
4643375,0.005115,0.00584,0.251661
4643374,0.011606,0.012344,0.031694
4643373,0.002314,0.00293,0.334994
4643372,0.002485,0.003106,0.143674,0.145308,0.19401,1.454563
4643371,0.001621,0.002213,0.353021
4643370,0.004714,0.005471,0.609851,0.614466,0.789976,2.32052
4643369,0.082404,0.083181,0.152575
4643368,0.001712,0.002326,0.104992
4643367,0.001252,0.001837,0.133197
4643366,0.002695,0.003329,0.226711
4643365,0.048461,0.0492089999999999,2.459147
4643364,0.001782,0.002324,0.092167
4643363,0.001428,0.001974,0.089806
4643362,0.001388,0.001928,0.133646
4643361,0.001533,0.002082,0.054884
4643360,0.001549,0.0021,0.098338
4643359,0.009238,0.009934,0.798698,0.806124,1.196882,3.028853
4643358,0.001865,0.002492,0.092819
4643357,0.002527,0.00318,0.505881
4643356,0.006503,0.007276,1.249128,1.258663,1.95876,3.691881
4643355,0.001389,0.001937,0.083677
4643354,0.002206,0.00278,0.091893
4643353,0.001456,0.002028,0.183669
4643352,0.007783,0.008491,0.199652
4643351,0.001371,0.001931,0.093765
4643350,0.023045,0.02376,1.377953
4643349,0.00261,0.003204,0.342465
4643348,0.015519,0.016219,0.126096
4643347,0.00119,0.001727,0.323227
4643346,0.001304,0.001851,0.118728
4643345,0.06833,0.069154,4.64995,4.651652,4.689682,5.809703
4643344,0.035415,0.036163,1.008143
4643343,0.004576,0.005274,0.231271
4643342,0.001258,0.0018,0.032274
4643341,0.002098,0.002654,0.16161
4643340,0.062094,0.062791,0.220324
4643339,0.001346,0.00189,0.05663
4643338,0.001323,0.001866,0.040018
4643337,0.002172,0.002739,0.102001,0.102944,0.177271,1.705512
4643336,0.001534,0.002079,0.00964
4643335,0.001251,0.001792,0.198156
4643334,0.059936,0.06075,0.137129
4643333,0.002439,0.003082,0.013291
4643332,0.001967,0.002588,0.262414
4643331,0.05558,0.056384,1.080214
4643330,0.005927,0.006589,0.23116,0.233759,0.348217,1.751727
4643329,0.031658,0.032408,0.077451
4643328,0.002014,0.002609,0.149493
4643327,0.003016,0.003707,0.150254
4643326,0.00152,0.002134,0.105062
4643325,0.001276,0.00188,0.048973
4643324,0.001497,0.00211,0.0875010000000001
4643323,0.001394,0.002007,0.011626
4643322,0.078431,0.079238,15.976347,15.981755,27.300276,29.022056
4643321,0.011982,0.012682,0.029843
4643320,0.00112,0.001659,0.043173
4643319,0.004173,0.004835,0.229652,0.231992,0.310871,1.87288
4643318,0.001623,0.002239,0.097552
4643317,0.001538,0.002154,0.13719
4643316,0.006593,0.007366,0.346993
4643315,0.002411,0.00305,0.336799
4643314,0.002639,0.003291,0.145561
4643313,0.001776,0.002398,0.351572
4643312,0.002455,0.003103,0.396078
4643311,0.00141,0.002024,0.011679
4643310,0.002836,0.003518,2.24108
4643309,0.002199,0.002771,0.02203
4643308,0.00119,0.001733,0.122223
4643307,0.001044,0.001586,0.036528
4643306,0.004767,0.005431,0.246354
4643305,0.013149,0.013839,0.034898
4643304,0.001413,0.001955,0.093477,0.093628,0.095655,2.35163
4643303,0.00261,0.003208,0.30607
4643302,0.007309,0.007946,0.323097,0.32713,0.583585,1.831559
4643301,0.010223,0.01092,0.109277
4643300,0.007866,0.008544,0.351818
4643299,0.010833,0.011572,0.260194
4643298,0.001857,0.002448,0.432096,0.435791,0.4983,4.047404
4643297,0.002232,0.002802,0.275943
4643296,0.001143,0.001685,0.031486
4643295,0.001155,0.001701,0.049866
4643294,0.001405,0.001984,0.167538
4643293,0.004505,0.005164,0.129619
4643292,0.001558,0.002099,0.307787
4643291,0.003887,0.004541,0.309545
4643290,0.046005,0.046812,0.101548
4643289,0.002026,0.002583,0.213549
4643288,0.002844,0.003449,1.805295
4643287,0.001495,0.002046,0.113871
4643286,0.009703,0.01039,1.389222,1.397303,2.226824,3.575674
4643285,0.00456,0.005213,0.153272
4643284,0.000936,0.001473,0.007732
4643283,0.00138,0.001926,0.200217
4643282,0.004478,0.005135,0.132143
4643281,0.003337,0.003968,0.079085
4643280,0.001284,0.001829,0.075133
4643279,0.001329,0.00187,0.015092
4643278,0.001217,0.001757,0.009172
4643277,0.001119,0.001657,0.025035
4643276,0.002783,0.003389,0.204022,0.205666,0.284312,1.569372
4643275,0.018224,0.019069,0.845508
4643274,0.003814,0.004478,0.212986
4643273,0.017608,0.018344,1.445118
4643272,0.01537,0.016076,1.503116,1.504261,1.553113,2.899096
4643271,0.017603,0.018404,4.227378
4643270,0.013412,0.014104,0.199457,0.201795,0.307358,1.404139
4643269,0.004325,0.004978,1.767289
4643268,0.002119,0.002675,0.060422,0.060606,0.063748,2.808871
4643267,0.039586,0.040396,0.324095
4643266,0.002566,0.003242,0.436338
4643265,0.053789,0.054605,5.475956
4643264,0.001778,0.002327,0.0531
4643263,0.001468,0.002013,0.091905
4643262,0.001054,0.001596,0.059853
4643261,0.014076,0.014778,0.032334
4643260,0.001124,0.001659,0.037448
4643259,0.001172,0.001714,0.14325
4643258,0.009237,0.009931,0.330008,0.335701,0.459465,2.390976
4643257,0.001571,0.00219,0.046811
4643256,0.001918,0.002546,0.076294
4643255,0.00123,0.001841,0.236663
4643254,0.001613,0.002227,0.465696
4643253,0.001848,0.002463,0.14209,0.14234,0.145835,2.891944
4643252,0.001773,0.002392,0.081776
4643251,0.001456,0.002077,0.16672
4643250,0.069757,0.070464,0.144171
4643249,0.00228,0.002858,0.32035
4643248,0.003544,0.004183,0.428317,0.432873,0.572476,1.89323
4643247,0.001684,0.002233,0.046339
4643246,0.004298,0.004959,0.753528,0.757189,1.189525,2.777433
4643245,0.005595,0.006368,0.310459
4643244,0.002522,0.003206,0.013582
4643243,0.002432,0.003083,0.334068
4643242,0.001505,0.002131,0.347871
4643241,0.013765,0.014471,0.484182
4643240,0.004388,0.005051,0.615684,0.619304,0.776238,2.721411
4643239,0.001071,0.001684,0.01004
4643238,0.001078,0.001691,0.009673
4643237,0.002531,0.003175,0.015003
4643236,0.005428,0.006198,1.123385,1.131459,1.472666,2.869823
4643235,0.010257,0.011054,0.79017,0.793712,1.297991,3.069336
4643234,0.001654,0.00224,0.060053
4643233,0.002237,0.002843,0.011913
4643232,0.010401,0.011145,0.028082
4643231,0.002187,0.00279,0.206943
4643230,0.007413,0.008132,0.964495,0.9709,1.286648,3.084947
4643229,0.003477,0.00418,0.0807
4643228,0.001468,0.002087,0.06222
4643227,0.002334,0.002981,0.228113
4643226,0.050406,0.051362,0.390915
4643225,0.001556,0.002185,0.067162
4643224,0.001865,0.002502,0.151077,0.151499,0.156184,2.054211
4643223,0.006511,0.007284,0.313222
4643222,0.001194,0.001816,0.009884
4643221,0.006167,0.006938,0.761201,0.766826,1.091082,2.492845
4643220,0.005505,0.006172,0.091405
4643219,0.003206,0.003901,2.086127
4643218,0.011032,0.011725,2.974302,3.008798,7.005027,8.694985
4643217,0.001353,0.001902,0.038484
4643216,0.00309,0.00371,0.130738,0.131577,0.181852,2.712921
4643215,0.002074,0.002704,0.04686
4643214,0.001332,0.001947,0.144498
4643213,0.001778,0.002405,0.130238
4643212,0.002475,0.003126,0.44593
4643211,0.001474,0.002098,0.169189
4643210,0.002464,0.003119,0.433929
4643209,0.023908,0.024611,0.188085
4643208,0.002445,0.003028,0.062313
4643207,0.001275,0.00183,0.073385
4643206,0.003295,0.003921,0.327096
4643205,0.005782,0.006455,1.623847
4643204,0.001639,0.002179,0.091278
4643203,0.010108,0.010801,0.13229
4643202,0.001135,0.001675,0.044319
4643201,0.004969,0.005645,0.091203
4643200,0.010057,0.010758,0.242968
4643199,0.006779,0.007463,0.018467
4643198,0.002612,0.003212,0.450782
4643197,0.011628,0.012331,0.859381
4643196,0.002314,0.002904,0.413486
4643195,0.033839,0.034551,1.240734
4643194,0.033637,0.034343,4.580893,4.592886,6.506224,8.056408
4643193,0.001046,0.0016,0.008075
4643192,0.002457,0.003037,0.303794
4643191,0.006154,0.006835,0.268972
4643190,0.001899,0.002476,0.128173,0.130045,0.237296,1.316605
4643189,0.001362,0.001938,0.032285
4643188,0.001932,0.002516,0.025249
4643187,0.006159,0.006861,0.306184,0.309273,0.457267,1.993718
4643186,0.015937,0.016675,0.15221
4643185,0.001183,0.001753,0.041362,0.042326,0.079049,2.17366
4643184,0.00151,0.002134,0.089587
4643183,0.002033,0.002671,0.012536
4643182,0.00244,0.003102,0.372094
4643181,0.001088,0.001705,0.009818
4643180,0.001064,0.001676,0.009771
4643179,0.001755,0.00252,0.02872
4643178,0.001406,0.002022,0.289
4643177,0.003753,0.004479,0.726231,0.731925,1.161969,2.859378
4643176,0.002511,0.003085,0.252989
4643175,0.009562,0.010275,1.282158
4643174,0.010161,0.010858,0.022822
4643173,0.002175,0.002749,0.288881
4643172,0.001696,0.002246,0.052563
4643171,0.021336,0.022038,1.078062
4643170,0.002214,0.002786,0.33639
4643169,0.001915,0.002477,0.094231
4643168,0.002594,0.0032,0.055027
4643167,0.070743,0.071561,1.343154
4643166,0.001267,0.001805,0.043925
4643165,0.005931,0.006608,0.152524
4643164,0.015085,0.015788,0.424039
4643163,0.011131,0.011831,0.336791,0.340102,0.598006,2.063187
4643162,0.001514,0.002069,0.009594
4643161,0.002347,0.002937,0.011022
4643160,0.002285,0.002857,0.262751
4643159,0.001133,0.001713,0.077311
4643158,0.001261,0.001839,0.123103
4643157,0.002496,0.003128,0.242716,0.24659,0.362284,2.105636
4643156,0.001554,0.002193,0.056802
4643155,0.002624,0.003284,0.412577
4643154,0.005705,0.006485,0.324163
4643153,0.002572,0.003246,0.013731
4643152,0.001756,0.002379,0.088164
4643151,0.002442,0.003095,0.333373
4643150,0.003698,0.00435,0.378566,0.383504,0.649765,1.937107
4643149,0.001786,0.002353,0.066947
4643148,0.002727,0.003329,0.060808
4643147,0.011582,0.012274,1.140143,1.144619,1.463188,2.696206
4643146,0.002004,0.002631,0.24988
4643145,0.001523,0.002139,0.045166
4643144,0.001854,0.002469,0.065155
4643143,0.026278,0.027093,2.513927,2.523771,7.308028,10.733936
4643142,0.001528,0.002119,0.211978
4643141,0.001397,0.001947,0.038337
4643140,0.004188,0.004851,0.12443
4643139,0.002152,0.002721,0.184251,0.186417,0.42055,1.794225
4643138,0.003961,0.004602,0.197246
4643137,0.001684,0.002235,0.420409,0.420796,0.455748,2.171795
4643136,0.0028,0.003424,0.614683
4643135,0.001745,0.002345,0.065068
4643134,0.002018,0.002619,0.165248
4643133,0.022982,0.023728,0.310491
4643132,0.001248,0.001827,0.136959
4643131,0.002201,0.002804,0.235657
4643130,0.003493,0.004172,1.151083
4643129,0.022022,0.022727,0.398986,0.403113,0.675793,2.112467
4643128,0.001277,0.00182,0.040803
4643127,0.001754,0.002302,0.090833
4643126,0.001415,0.001953,0.030889
4643125,0.003517,0.004152,1.024721,1.027679,1.744188,3.166975
4643124,0.014699,0.015415,0.119015
4643123,0.010358,0.01107,0.710269,0.714014,0.947477,4.903882
4643122,0.002836,0.003425,0.195894,0.198379,0.284066,2.539538
4643121,0.00536,0.006072,0.115095
4643120,0.036514,0.037257,0.603489,0.609997,1.089781,3.08504
4643119,0.087876,0.088747,0.642567
4643118,0.001616,0.002251,0.22194
4643117,0.001536,0.002168,0.200133
4643116,0.003372,0.004068,0.149918
4643115,0.051384,0.052094,0.11329
4643114,0.007349,0.008041,0.095396
4643113,0.005799,0.006471,0.152241
4643112,0.001393,0.001947,0.094059
4643111,0.001896,0.002458,0.010399
4643110,0.000937,0.001478,0.007884
4643109,0.004919,0.005586,0.306057,0.308929,0.517705,2.309923
4643108,0.020943,0.021752,0.197167
4643107,0.001434,0.002047,0.181799
4643106,0.004148,0.004897,1.585177
4643105,0.002711,0.003302,0.134733
4643104,0.050305,0.051004,3.676133,3.691572,13.041035,15.651717
4643103,0.001662,0.002284,0.010863
4643102,0.037883,0.0387,0.569557
4643101,0.001274,0.001889,0.011413
4643100,0.008698,0.009494,0.285029,0.287532,0.415883,3.753572
4643099,0.001972,0.002534,0.123696,0.123827,0.128126,5.180114
4643098,0.003004,0.003603,0.28274
4643097,0.003538,0.004195,0.254487
4643096,0.000932,0.001467,0.007978
4643095,0.005487,0.006154,0.138367
4643094,0.000935,0.001475,0.008064
4643093,0.001034,0.001569,0.057917
4643092,0.00381,0.004453,0.182853
4643091,0.003817,0.004462,0.575026
4643090,0.001743,0.002294,0.101833
4643089,0.00186,0.002414,0.559114,0.564464,1.034746,2.527808
4643088,0.001896,0.00245,0.050134
4643087,0.012368,0.013061,0.028087
4643086,0.001775,0.002399,0.130321
4643085,0.012352,0.013165,1.105447
4643084,0.001366,0.001919,0.24332
4643083,0.002737,0.003345,0.090394
4643082,0.033556,0.034274,0.216537
4643081,0.001098,0.001649,0.008231
4643080,0.001857,0.002422,0.062893
4643079,0.004953,0.005628,0.091345
4643078,0.002282,0.002861,0.191892
4643077,0.003717,0.004379,0.138671
4643076,0.00298,0.003606,0.012388
4643075,0.001692,0.002249,0.144595
4643074,0.002337,0.002912,0.081787
4643073,0.00735,0.008034,0.334534
4643072,0.002774,0.003387,0.013693
4643071,0.004179,0.004835,0.578731,0.582967,0.788925,2.62248
4643070,0.003312,0.003966,0.399724,0.405314,0.695343,2.719106
4643069,0.008998,0.009794,1.951995
4643068,0.00277,0.003366,0.496056,0.496408,0.533139,4.639888
4643067,0.009612,0.012691,0.264785,0.26832,0.385136,1.945427
4643066,0.001355,0.001928,0.075864
4643065,0.002387,0.002986,0.231911
4643064,0.019406,0.020121,1.099836,1.105434,1.53385,3.167279
4643063,0.003003,0.003644,0.074805
4643062,0.003338,0.004011,0.54668,0.552363,1.0809,2.658247
4643061,0.002103,0.002692,0.345422
4643060,0.10827,0.10903,2.919324
4643059,0.029663,0.030364,0.259177
4643058,0.007767,0.008443,0.325295
4643057,0.001574,0.002121,0.009815
4643056,0.00762,0.008303,0.020882
4643055,0.002184,0.002756,0.382349
4643054,0.026259,0.026951,2.885059
4643053,0.003728,0.004382,0.365039,0.370369,0.622618,2.69864
4643052,0.003434,0.004143,0.47202,0.474661,0.652247,2.469256
4643051,0.002587,0.003229,0.26713
4643050,0.003271,0.003971,0.472279
4643049,0.003596,0.004318,0.099221
4643048,0.006407,0.007191,0.201267
4643047,0.00329900000000005,0.00402100000000005,0.131961
4643046,0.002529,0.003199,0.370094
4643045,0.021459,0.022156,1.314937,1.327696,2.026233,4.601408
4643044,0.014892,0.015706,1.403686
4643043,0.002717,0.003412,0.216934
4643042,0.002485,0.003072,0.011264
4643041,0.003324,0.003952,0.775921,0.780234,1.156279,2.548077
4643040,0.003817,0.004483,0.449072
4643039,0.001316,0.001906,0.054565
4643038,0.008457,0.009183,0.509549,0.513833,0.683509,2.418739
4643037,0.004786,0.005471,0.230652
4643036,0.01349,0.014207,1.804616
4643035,0.006006,0.00669,0.359157,0.362991,0.454538,1.805493
4643034,0.007759,0.008441,0.196647
4643033,0.001254,0.001795,0.009232
4643032,0.011456,0.012149,0.026409
4643031,0.002652,0.003258,0.011607
4643030,0.007648,0.008326,0.092146
4643029,0.001888,0.002456,0.010576
4643028,0.001275,0.00184,0.118378
4643027,0.003018,0.003653,0.063991
4643026,0.018143,0.018853,0.037608
4643025,0.001614,0.002177,0.066833
4643024,0.00161,0.002173,0.05352
4643023,0.001289,0.001848,0.079544
4643022,0.007732,0.008446,0.345587,0.35098,0.620746,2.307761
4643021,0.002719,0.003369,0.01433
4643020,0.001659,0.002288,0.051951
4643019,0.002133,0.002778,0.062957
4643018,0.004538,0.005305,0.259692
4643017,0.008279,0.009063,0.111983
4643016,0.001281,0.001892,0.053655
4643015,0.045123,0.045934,1.99268,1.994916,3.167413,5.42962
4643014,0.00129,0.001856,0.086185
4643013,0.086289,0.087127,2.149336,2.155827,2.347889,8.93211
4643012,0.001403,0.001957,0.045458
4643011,0.001863,0.00242,0.083305
4643010,0.004932,0.005601,0.394002
4643009,0.003577,0.004211,0.361426
4643008,0.004544,0.00521,0.12953
4643007,0.002308,0.002886,0.300355
4643006,0.01466,0.015357,2.910273
4643005,0.001945,0.002503,0.056537
4643004,0.001667,0.002222,0.009744
4643003,0.002079,0.002644,0.163942
4643002,0.002892,0.0035,1.805382
4643001,0.018069,0.018766,0.037048
4643000,0.002196,0.002765,0.412235
4642999,0.004387,0.005303,0.196281
4642998,0.001584,0.002133,0.113585
4642997,0.001469,0.002021,0.037611
4642996,0.003781,0.004428,0.190845
4642995,0.011777,0.012475,0.840514
4642994,0.00278,0.00339,0.011812
4642993,0.028038,0.028745,3.873989,3.88546,14.312325,15.845591
4642992,0.017338,0.018156,0.164586
4642991,0.003237,0.003925,0.13439
4642990,0.001072,0.001683,0.010052
4642989,0.001288,0.001901,0.049598
4642988,0.002452,0.003109,0.375952
4642987,0.081281,0.082097,1.152149
4642986,0.034344,0.035046,0.102429
4642985,0.035183,0.035872,0.638483
4642984,0.00121,0.001748,0.009437
4642983,0.011098,0.011793,0.394771,0.399291,0.513312,2.807727
4642982,0.002577,0.003232,0.304829
4642981,0.001102,0.001721,0.009891
4642980,0.001446,0.002064,0.098714
4642979,0.001094,0.001717,0.009884
4642978,0.00109,0.00171,0.009931
4642977,0.016275,0.017082,0.188494
4642976,0.002599,0.003263,0.250228
4642975,0.011734,0.012531,0.159174
4642974,0.017289,0.018095,0.268668
4642973,0.00194,0.002566,0.211956
4642972,0.002967,0.003651,0.014531
4642971,0.001451,0.002062,0.043628
4642970,0.007764,0.008554,0.413181,0.415102,0.502855,2.182458
4642969,0.006186,0.006883,0.152251
4642968,0.004067,0.004821,1.139166
4642967,0.00323,0.003854,0.012869
4642966,0.004276,0.004951,0.151678
4642965,0.001262,0.001826,0.009903
4642964,0.002821,0.003442,0.012534
4642963,0.007857,0.008564,1.423494,1.436262,2.584557,4.392693
4642962,0.002359,0.003004,0.182855
4642961,0.002483,0.003143,0.012363
4642960,0.002858,0.00354,0.014217
4642959,0.002629,0.003298,0.455432,0.458463,0.641044,2.491147
4642958,0.002582,0.003244,0.013994
4642957,0.011247,0.012039,0.285477
4642956,0.068058,0.068875,0.2915
